
 mi.net.adj.matrix.wt = 

            v1 v2         v3         v4          v5 v6        v7         v8 v9
v120 0.00000000 1.04614920 0.086616338 0.0000000 0.00000000 1.04614920   0
v121 2.98962600 0.91748446 0.000000000 0.0000000 0.00000000 0.91748446   0
v122 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v123 0.04014779 0.79595746 0.000000000 0.0000000 0.04014779 0.79595746   0
v124 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v125 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v126 0.00000000 1.20386771 0.206798543 0.4791068 0.00000000 1.20386771   0
v127 1.10397231 0.00000000 0.230738449 0.0000000 0.00000000 0.00000000   0
v128 0.00000000 1.04614920 0.086616338 0.0000000 0.00000000 1.04614920   0
v129 0.38319881 0.00000000 1.383074345 0.0000000 0.38319881 0.00000000   0
v130 0.00000000 0.00000000 0.000000000 0.6151234 0.00000000 0.00000000   0
v131 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v132 1.21795707 0.25386298 0.000000000 4.6437944 1.24521542 0.25386298   0
v133 0.00000000 2.72968514 0.000000000 0.0000000 0.01303201 2.72968514   0
v134 0.20557602 0.00000000 0.000000000 1.1794687 0.20557602 0.00000000   0
v135 0.54858150 2.53346595 0.000000000 0.3181595 0.60669901 2.53346595   0
v136 0.20557602 0.00000000 0.000000000 1.1794687 0.20557602 0.00000000   0
v137 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v138 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v139 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v140 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v141 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v142 2.87766732 0.00000000 1.008888394 0.0000000 0.00000000 0.00000000   0
v143 0.00000000 0.00000000 0.000000000 0.0000000 0.00000000 0.00000000   0
v144 2.63055117 0.00000000 0.917484457 1.5506771 2.77598991 0.00000000   0
v145 2.73012268 0.78128518 0.008096516 0.0000000 0.00000000 0.78128518   0
v146 0.00000000 2.63055117 2.989626000 0.0000000 0.01303201 2.63055117   0
v147 2.87766732 0.00000000 1.008888394 0.0000000 0.00000000 0.00000000   0
v148 1.49194095 0.42352528 0.000000000 0.0000000 0.00000000 0.42352528   0
